"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.72378259014425e-293,1.16735019820771,0.707,0.496,2.53737981829598e-288,"1","Tgif1"
2.09746716168944e-292,1.61641219415108,0.487,0.245,1.12665448590148e-287,"1","S100a1"
5.98131513481872e-292,1.11587630475852,0.765,0.616,3.21286342466787e-287,"1","Cltc"
1.25819327966428e-291,2.44202876920547,0.277,0.086,6.7583852017167e-287,"1","Tep1"
2.70982302351814e-290,1.31366027104066,0.671,0.493,1.45558143708277e-285,"1","Atp6v1e1"
1.5580312896033e-289,1.18037457833134,0.763,0.583,8.36896507210413e-285,"1","Sdc4"
4.21482224324754e-288,2.2056660194473,0.321,0.115,2.26399176796041e-283,"1","Tmem243"
1.86254728420396e-286,1.13577243683406,0.745,0.543,1.00046727371016e-281,"1","Pim1"
4.16684234711098e-286,1.3409776871852,0.592,0.347,2.23821936675066e-281,"1","Tnfaip3"
7.79148691625803e-281,1.83052492590186,0.426,0.201,4.185197197068e-276,"1","Prkcd"
1.6299152969128e-278,1.17310836747772,0.706,0.547,8.75509001736712e-274,"1","Bri3"
3.67525722657131e-277,1.18457701149238,0.671,0.472,1.97416441925278e-272,"1","Mef2a"
5.89636389176672e-276,1.77038944578047,0.456,0.232,3.16723186446249e-271,"1","Plekho2"
1.37300384776912e-275,2.18475533551196,0.257,0.076,7.37509016829181e-271,"1","Pstpip1"
5.65664470776417e-275,1.32586637205211,0.574,0.32,3.03846670477553e-270,"1","Arl4c"
2.40077491117127e-273,0.907450120503026,0.838,0.733,1.28957624353565e-268,"1","Atp6v0e"
2.57062657250068e-273,1.43169882909213,0.623,0.417,1.38081206341874e-268,"1","Bach1"
1.12660772836333e-272,0.796649975628825,0.882,0.76,6.05157341290363e-268,"1","Tspo"
1.47829294115818e-270,2.04015375274291,0.316,0.114,7.94065053343115e-266,"1","Adrb2"
4.37783734457481e-268,2.13537600245325,0.369,0.152,2.35155532963836e-263,"1","Isg15"
3.90194026609678e-267,1.43823508363037,0.565,0.36,2.09592721393388e-262,"1","Stx7"
2.74547777043395e-266,0.831633180346569,0.909,0.781,1.47473338438859e-261,"1","Cdkn1a"
9.82265074975218e-265,0.964597148578356,0.792,0.659,5.27623685022939e-260,"1","Atp6ap2"
2.82309731008899e-261,1.38333900243895,0.613,0.428,1.5164267201143e-256,"1","Mapkapk2"
5.29367618376598e-261,0.741840839871165,0.901,0.823,2.8434981621099e-256,"1","Gdi2"
1.92040436662504e-260,1.41740617011971,0.621,0.43,1.03154520553264e-255,"1","Nfkbib"
1.00130754290668e-259,0.886529265864207,0.82,0.723,5.37852346672322e-255,"1","Snx3"
1.34027207003486e-259,2.13437213516548,0.291,0.101,7.19927142419227e-255,"1","Arhgef6"
3.57150297328579e-259,2.0269771097307,0.398,0.191,1.91843282210046e-254,"1","Tank"
2.04164705940203e-256,1.76588565849074,0.492,0.273,1.0966707179578e-251,"1","Casp4"
1.00188883975517e-255,0.590076873534755,0.999,0.998,5.38164590274489e-251,"1","Rps29"
2.69279340239894e-255,1.43884432758197,0.557,0.347,1.44643397609859e-250,"1","Ptpn1"
3.5855586005478e-255,1.67724917419099,0.378,0.163,1.92598280228425e-250,"1","Trim25"
2.15283463161871e-254,2.15453366976621,0.263,0.085,1.15639512237399e-249,"1","Fes"
8.49914631339648e-254,1.10574268865879,0.677,0.514,4.56531644224092e-249,"1","Rab5c"
4.43958388743514e-253,1.04662639192969,0.785,0.66,2.38472248513578e-248,"1","Nfe2l2"
1.74803135813177e-250,1.65934996094282,0.57,0.374,9.38955044020482e-246,"1","Mdm2"
3.36732136120256e-248,0.652765151069925,0.929,0.873,1.80875666916995e-243,"1","Cdc42"
2.28672225302087e-247,2.51310407387326,0.263,0.091,1.22831285821016e-242,"1","Snx8"
3.90162482963733e-247,1.01574520700449,0.728,0.574,2.09575777723969e-242,"1","Litaf"
2.02170725266938e-245,1.82552180457526,0.436,0.231,1.08596005077136e-240,"1","Rap2b"
1.08020251543847e-242,2.23198302986588,0.264,0.088,5.80230781167772e-238,"1","Kcnn4"
1.71109468741459e-233,1.80542726635612,0.325,0.132,9.19114511344749e-229,"1","Cerk"
1.86696575240476e-233,2.16369667732695,0.291,0.112,1.00284065390422e-228,"1","Daglb"
2.25217165223399e-233,1.30993110367495,0.587,0.412,1.20975400299749e-228,"1","Arl8a"
7.25119753756542e-233,4.29972671956231,0.371,0.179,3.89498075730326e-228,"1","Ccl8"
1.55696258033518e-232,1.52639817004839,0.609,0.428,8.36322450027043e-228,"1","Spp1"
2.46154649942129e-232,1.22761481107134,0.63,0.458,1.32221970216414e-227,"1","Cyfip1"
1.31847041524748e-231,1.74573958999242,0.454,0.255,7.08216383550183e-227,"1","Tmem251"
6.16911375627651e-231,1.16617366930134,0.672,0.537,3.31373945418393e-226,"1","Taldo1"
